neighbourhood,crime_type,year,population,crime_count,crime_rate
Milliken,Shootings,2015,27503,2,7.271934
Milliken,Shootings,2016,27384,1,3.651767
Milliken,Shootings,2017,27816,0,0.0
Milliken,Shootings,2018,28268,2,7.075138000000001
Milliken,Shootings,2019,28742,1,3.479229
Milliken,Shootings,2020,29166,1,3.42865
Milliken,Theft Over,2014,27671,16,57.82227
Milliken,Theft Over,2015,27503,14,50.90354
Milliken,Theft Over,2016,27384,10,36.51767
Milliken,Theft Over,2017,27816,20,71.90106
Milliken,Theft Over,2018,28268,18,63.67624
Milliken,Theft Over,2019,28742,23,80.02226999999999
Milliken,Theft Over,2020,29166,12,41.1438
Mimico (includes Humber Bay Shores),Assault,2014,32103,208,647.9146
Mimico (includes Humber Bay Shores),Assault,2015,33588,206,613.3143
Mimico (includes Humber Bay Shores),Assault,2016,35223,242,687.0511
Mimico (includes Humber Bay Shores),Assault,2017,36044,339,940.5172
Mimico (includes Humber Bay Shores),Assault,2018,36950,487,1317.997
Mimico (includes Humber Bay Shores),Assault,2019,37839,324,856.2594
Mimico (includes Humber Bay Shores),Assault,2020,38739,286,738.2741
Mimico (includes Humber Bay Shores),Auto Theft,2014,32103,33,102.7941
Mimico (includes Humber Bay Shores),Auto Theft,2015,33588,34,101.2266
Mimico (includes Humber Bay Shores),Auto Theft,2016,35223,34,96.52784
Mimico (includes Humber Bay Shores),Auto Theft,2017,36044,40,110.9755
Mimico (includes Humber Bay Shores),Auto Theft,2018,36950,22,59.539919999999995
Mimico (includes Humber Bay Shores),Auto Theft,2019,37839,62,163.8521
Mimico (includes Humber Bay Shores),Auto Theft,2020,38739,52,134.2317
Mimico (includes Humber Bay Shores),Burglary,2014,32103,56,174.4385
Mimico (includes Humber Bay Shores),Burglary,2015,33588,66,196.4987
Mimico (includes Humber Bay Shores),Burglary,2016,35223,49,139.1136
Mimico (includes Humber Bay Shores),Burglary,2017,36044,58,160.9144
Mimico (includes Humber Bay Shores),Burglary,2018,36950,50,135.31799999999998
Mimico (includes Humber Bay Shores),Burglary,2019,37839,80,211.4221
Mimico (includes Humber Bay Shores),Burglary,2020,38739,53,136.813
Mimico (includes Humber Bay Shores),Homicide,2014,32103,0,0.0
Mimico (includes Humber Bay Shores),Homicide,2015,33588,1,2.9772540000000003
Mimico (includes Humber Bay Shores),Homicide,2016,35223,1,2.839054
Mimico (includes Humber Bay Shores),Homicide,2017,36044,1,2.774387
Mimico (includes Humber Bay Shores),Homicide,2018,36950,0,2.7063599999999997
Mimico (includes Humber Bay Shores),Homicide,2019,37839,1,2.642776
Mimico (includes Humber Bay Shores),Homicide,2020,38739,1,2.581378
Mimico (includes Humber Bay Shores),Robbery,2014,32103,10,31.14974
Mimico (includes Humber Bay Shores),Robbery,2016,35223,11,31.2296
Mimico (includes Humber Bay Shores),Robbery,2017,36044,23,63.8109
Mimico (includes Humber Bay Shores),Robbery,2018,36950,29,78.48444
Mimico (includes Humber Bay Shores),Robbery,2019,37839,17,44.92719
Mimico (includes Humber Bay Shores),Robbery,2020,38739,11,28.395159999999997
Mimico (includes Humber Bay Shores),Shootings,2014,32103,0,0.0
Mimico (includes Humber Bay Shores),Shootings,2015,33588,3,8.931761999999999
Mimico (includes Humber Bay Shores),Shootings,2016,35223,1,2.839054
Mimico (includes Humber Bay Shores),Shootings,2017,36044,1,2.774387
Mimico (includes Humber Bay Shores),Shootings,2018,36950,1,2.7063599999999997
Mimico (includes Humber Bay Shores),Shootings,2019,37839,3,7.928328
Mimico (includes Humber Bay Shores),Shootings,2020,38739,2,5.162756
Mimico (includes Humber Bay Shores),Theft Over,2014,32103,10,31.14974
Mimico (includes Humber Bay Shores),Theft Over,2015,33588,15,44.658809999999995
Mimico (includes Humber Bay Shores),Theft Over,2016,35223,17,48.26392
Mimico (includes Humber Bay Shores),Theft Over,2017,36044,14,38.84142
Mimico (includes Humber Bay Shores),Theft Over,2018,36950,12,32.47632
Mimico (includes Humber Bay Shores),Theft Over,2019,37839,19,50.21274
Mimico (includes Humber Bay Shores),Theft Over,2020,38739,19,49.04618
Morningside,Assault,2014,18071,124,686.1823
Morningside,Assault,2015,18001,138,766.6241
Morningside,Assault,2016,18002,164,911.0099
Morningside,Assault,2017,18214,157,861.9743
Morningside,Assault,2018,18423,131,711.0677
Morningside,Assault,2019,18658,181,970.0933
Morningside,Assault,2020,18859,104,551.4608
Morningside,Auto Theft,2014,18071,20,110.6746
Morningside,Auto Theft,2015,18001,17,94.4392
Morningside,Auto Theft,2016,18002,14,77.76913
Morningside,Auto Theft,2017,18214,12,65.88338
Morningside,Auto Theft,2018,18423,12,65.13597
Morningside,Auto Theft,2019,18658,8,42.87705
Morningside,Auto Theft,2020,18859,31,164.3777
Morningside,Burglary,2014,18071,30,166.0118
Morningside,Burglary,2015,18001,20,111.1049
Morningside,Burglary,2016,18002,19,105.5438
Morningside,Burglary,2017,18214,16,87.84451
Morningside,Burglary,2018,18423,19,103.132
Morningside,Burglary,2019,18658,17,91.11373
Morningside,Burglary,2020,18859,18,95.44514
Morningside,Homicide,2014,18071,0,0.0
Morningside,Homicide,2015,18001,1,5.5552470000000005
Morningside,Homicide,2016,18002,0,0.0
Morningside,Homicide,2017,18214,0,0.0
Morningside,Homicide,2018,18423,1,5.4279980000000005
Morningside,Homicide,2019,18658,1,5.359630999999999
Morningside,Homicide,2020,18859,1,5.302508
Morningside,Robbery,2014,18071,16,88.53965
Morningside,Robbery,2016,18002,10,55.54939
Morningside,Robbery,2017,18214,19,104.3154
Morningside,Robbery,2018,18423,14,75.99197
Morningside,Robbery,2019,18658,17,91.11373
Morningside,Robbery,2020,18859,7,37.11756
Morningside,Shootings,2014,18071,2,11.06746
Morningside,Shootings,2015,18001,0,0.0
Morningside,Shootings,2016,18002,1,5.554938
Morningside,Shootings,2017,18214,1,5.490282
Morningside,Shootings,2018,18423,2,10.856
Morningside,Shootings,2019,18658,2,10.71926
Morningside,Shootings,2020,18859,7,37.11756
Morningside,Theft Over,2014,18071,1,5.533728
Morningside,Theft Over,2015,18001,1,5.5552470000000005
Morningside,Theft Over,2016,18002,0,0.0
Morningside,Theft Over,2017,18214,2,10.98056
Morningside,Theft Over,2018,18423,2,10.856
Morningside,Theft Over,2019,18658,4,21.43852
Morningside,Theft Over,2020,18859,2,10.60502
Moss Park,Assault,2014,19686,353,1793.152
Moss Park,Assault,2015,20507,387,1887.161
Moss Park,Assault,2016,21426,457,2132.923
Moss Park,Assault,2017,22013,440,1998.819
Moss Park,Assault,2018,30193,553,2442.04
Moss Park,Assault,2019,23266,640,2750.795
Moss Park,Assault,2020,23905,756,3162.518
Moss Park,Auto Theft,2014,19686,25,126.9938
Moss Park,Auto Theft,2015,20507,22,107.2804
Moss Park,Auto Theft,2016,21426,16,74.67563
Moss Park,Auto Theft,2017,22013,22,99.94094
Moss Park,Auto Theft,2018,30193,52,229.6313
Moss Park,Auto Theft,2019,23266,43,184.819
Moss Park,Auto Theft,2020,23905,40,167.329
Moss Park,Burglary,2014,19686,153,777.2021
Moss Park,Burglary,2015,20507,97,473.0092
Moss Park,Burglary,2016,21426,129,602.0723
Moss Park,Burglary,2017,22013,133,604.1884
Moss Park,Burglary,2018,30193,136,600.5741
Moss Park,Burglary,2019,23266,235,1010.058
Moss Park,Burglary,2020,23905,201,840.8283
Moss Park,Homicide,2014,19686,1,5.07975210809713
Moss Park,Homicide,2015,20507,1,4.876384
Moss Park,Homicide,2016,21426,3,14.00168
Moss Park,Homicide,2017,22013,4,18.17108
Moss Park,Homicide,2018,30193,4,13.24796
Moss Park,Homicide,2019,23266,3,12.89435
Moss Park,Homicide,2020,23905,2,8.36645
Moss Park,Robbery,2014,19686,121,614.65
Moss Park,Robbery,2016,21426,119,555.4
Moss Park,Robbery,2017,22013,93,422.4776
Moss Park,Robbery,2018,30193,158,697.7258
Moss Park,Robbery,2019,23266,139,597.4383
Moss Park,Robbery,2020,23905,130,543.8193
Moss Park,Shootings,2014,19686,3,15.23926
Moss Park,Shootings,2015,20507,4,19.50554
Moss Park,Shootings,2016,21426,8,37.33781
Moss Park,Shootings,2017,22013,8,36.34216
Moss Park,Shootings,2018,30193,9,39.74387
Moss Park,Shootings,2019,23266,3,12.89435
Moss Park,Shootings,2020,23905,5,20.91613
Moss Park,Theft Over,2014,19686,7,35.55827
Moss Park,Theft Over,2015,20507,14,68.26937
Moss Park,Theft Over,2016,21426,11,51.339490000000005
Moss Park,Theft Over,2017,22013,20,90.8554
Moss Park,Theft Over,2018,30193,36,158.9755
Moss Park,Theft Over,2019,23266,25,107.4529
Moss Park,Theft Over,2020,23905,16,66.9316
Mount Dennis,Assault,2014,13861,97,699.8052
Mount Dennis,Assault,2015,13920,102,732.7586
Mount Dennis,Assault,2016,14031,110,783.9783
Mount Dennis,Assault,2017,14191,101,711.7187
Mount Dennis,Assault,2018,14365,89,619.5615
Mount Dennis,Assault,2019,14539,92,632.7808
Mount Dennis,Assault,2020,14703,71,482.8947
Mount Dennis,Auto Theft,2014,13861,27,194.7911
Mount Dennis,Auto Theft,2015,13920,14,100.5747
Mount Dennis,Auto Theft,2016,14031,18,128.2874
Mount Dennis,Auto Theft,2017,14191,15,105.7008
Mount Dennis,Auto Theft,2018,14365,16,111.3818
Mount Dennis,Auto Theft,2019,14539,23,158.1952
Mount Dennis,Auto Theft,2020,14703,24,163.232
Mount Dennis,Burglary,2014,13861,18,129.8608
Mount Dennis,Burglary,2015,13920,20,143.6782
Mount Dennis,Burglary,2016,14031,31,220.9393
Mount Dennis,Burglary,2017,14191,17,119.7942
Mount Dennis,Burglary,2018,14365,21,146.1887
Mount Dennis,Burglary,2019,14539,14,96.29273
Mount Dennis,Burglary,2020,14703,22,149.6293
Mount Dennis,Homicide,2014,13861,0,0.0
Mount Dennis,Homicide,2015,13920,0,0.0
Mount Dennis,Homicide,2016,14031,0,0.0
Mount Dennis,Homicide,2017,14191,0,0.0
Mount Dennis,Homicide,2018,14365,1,20.88409
Mount Dennis,Homicide,2019,14539,3,20.63416
Mount Dennis,Homicide,2020,14703,1,6.8013330000000005
Mount Dennis,Robbery,2014,13861,26,187.5767
Mount Dennis,Robbery,2016,14031,34,242.3206
Mount Dennis,Robbery,2017,14191,34,239.5885
Mount Dennis,Robbery,2018,14365,10,69.61365
Mount Dennis,Robbery,2019,14539,16,110.0488
Mount Dennis,Robbery,2020,14703,19,129.2253
Mount Dennis,Shootings,2014,13861,3,21.64346
Mount Dennis,Shootings,2015,13920,1,7.183908
Mount Dennis,Shootings,2016,14031,3,21.38123
Mount Dennis,Shootings,2017,14191,1,7.04672
Mount Dennis,Shootings,2018,14365,4,27.84546
Mount Dennis,Shootings,2019,14539,4,27.512209999999996
Mount Dennis,Shootings,2020,14703,1,6.8013330000000005
Mount Dennis,Theft Over,2014,13861,3,21.64346
Mount Dennis,Theft Over,2015,13920,1,7.183908
Mount Dennis,Theft Over,2016,14031,0,0.0
Mount Dennis,Theft Over,2017,14191,5,35.2336
Mount Dennis,Theft Over,2018,14365,1,6.961364
Mount Dennis,Theft Over,2019,14539,5,34.39026
Mount Dennis,Theft Over,2020,14703,3,20.404
Mount Olive-Silverstone-Jamestown,Assault,2014,33982,239,703.3135
Mount Olive-Silverstone-Jamestown,Assault,2015,33951,236,695.1194
Mount Olive-Silverstone-Jamestown,Assault,2016,34036,271,796.2158
Mount Olive-Silverstone-Jamestown,Assault,2017,34435,276,801.5101
Mount Olive-Silverstone-Jamestown,Assault,2018,34894,257,736.5163
Mount Olive-Silverstone-Jamestown,Assault,2019,35324,279,789.8313
Mount Olive-Silverstone-Jamestown,Assault,2020,35772,203,567.4830000000001
Mount Olive-Silverstone-Jamestown,Auto Theft,2014,33982,62,182.4495
Mount Olive-Silverstone-Jamestown,Auto Theft,2015,33951,58,170.8344
Mount Olive-Silverstone-Jamestown,Auto Theft,2016,34036,42,123.3988
Mount Olive-Silverstone-Jamestown,Auto Theft,2017,34435,50,145.2011
Mount Olive-Silverstone-Jamestown,Auto Theft,2018,34894,78,223.5341
Mount Olive-Silverstone-Jamestown,Auto Theft,2019,35324,87,246.2915
Mount Olive-Silverstone-Jamestown,Auto Theft,2020,35772,85,237.616
Mount Olive-Silverstone-Jamestown,Burglary,2014,33982,25,73.56836
Mount Olive-Silverstone-Jamestown,Burglary,2015,33951,37,108.9806
Mount Olive-Silverstone-Jamestown,Burglary,2016,34036,34,99.89423
Mount Olive-Silverstone-Jamestown,Burglary,2017,34435,34,98.73675
Mount Olive-Silverstone-Jamestown,Burglary,2018,34894,27,77.3772
Mount Olive-Silverstone-Jamestown,Burglary,2019,35324,35,99.08278
Mount Olive-Silverstone-Jamestown,Burglary,2020,35772,17,47.5232
Mount Olive-Silverstone-Jamestown,Homicide,2014,33982,2,5.88546877758813
Mount Olive-Silverstone-Jamestown,Homicide,2015,33951,3,8.836264
Mount Olive-Silverstone-Jamestown,Homicide,2016,34036,1,2.938066
Mount Olive-Silverstone-Jamestown,Homicide,2017,34435,0,0.0
Mount Olive-Silverstone-Jamestown,Homicide,2018,34894,2,8.597466
Mount Olive-Silverstone-Jamestown,Homicide,2019,35324,3,8.492809
Mount Olive-Silverstone-Jamestown,Homicide,2020,35772,2,5.590965
Mount Olive-Silverstone-Jamestown,Robbery,2014,33982,75,220.7051
Mount Olive-Silverstone-Jamestown,Robbery,2016,34036,110,323.1872
Mount Olive-Silverstone-Jamestown,Robbery,2017,34435,71,206.1856
Mount Olive-Silverstone-Jamestown,Robbery,2018,34894,62,177.68099999999998
Mount Olive-Silverstone-Jamestown,Robbery,2019,35324,59,167.0253
Mount Olive-Silverstone-Jamestown,Robbery,2020,35772,28,78.27351
Mount Olive-Silverstone-Jamestown,Shootings,2014,33982,5,14.71367
Mount Olive-Silverstone-Jamestown,Shootings,2015,33951,11,32.399640000000005
Mount Olive-Silverstone-Jamestown,Shootings,2016,34036,6,17.62839
Mount Olive-Silverstone-Jamestown,Shootings,2017,34435,6,17.424129999999998
Mount Olive-Silverstone-Jamestown,Shootings,2018,34894,15,42.98733
Mount Olive-Silverstone-Jamestown,Shootings,2019,35324,12,33.97124
Mount Olive-Silverstone-Jamestown,Shootings,2020,35772,16,44.72772
Mount Olive-Silverstone-Jamestown,Theft Over,2014,33982,5,14.71367
Mount Olive-Silverstone-Jamestown,Theft Over,2015,33951,5,14.72711
Mount Olive-Silverstone-Jamestown,Theft Over,2016,34036,4,11.75226
Mount Olive-Silverstone-Jamestown,Theft Over,2017,34435,1,2.9040220000000003
Mount Olive-Silverstone-Jamestown,Theft Over,2018,34894,3,8.597466
Mount Olive-Silverstone-Jamestown,Theft Over,2019,35324,9,25.47843
Mount Olive-Silverstone-Jamestown,Theft Over,2020,35772,8,22.36386
Mount Pleasant East,Assault,2014,16973,29,170.8596
Mount Pleasant East,Assault,2015,17104,32,187.0907
Mount Pleasant East,Assault,2016,17289,22,127.2485
Mount Pleasant East,Assault,2017,17448,43,246.4466
Mount Pleasant East,Assault,2018,17634,39,221.1637
Mount Pleasant East,Assault,2019,17812,57,320.009
Mount Pleasant East,Assault,2020,17972,41,228.1326
Mount Pleasant East,Auto Theft,2014,16973,7,41.24197
Mount Pleasant East,Auto Theft,2015,17104,4,23.38634
Mount Pleasant East,Auto Theft,2016,17289,8,46.2722
Mount Pleasant East,Auto Theft,2017,17448,10,57.31316
Mount Pleasant East,Auto Theft,2018,17634,13,73.72122
Mount Pleasant East,Auto Theft,2019,17812,17,95.44128
Mount Pleasant East,Auto Theft,2020,17972,19,105.72
Mount Pleasant East,Burglary,2014,16973,30,176.7513
Mount Pleasant East,Burglary,2015,17104,17,99.39195
Mount Pleasant East,Burglary,2016,17289,15,86.76037
Mount Pleasant East,Burglary,2017,17448,21,120.3576
Mount Pleasant East,Burglary,2018,17634,36,204.1511
Mount Pleasant East,Burglary,2019,17812,50,280.7096
Mount Pleasant East,Burglary,2020,17972,37,205.8758
Mount Pleasant East,Homicide,2014,16973,0,0.0
Mount Pleasant East,Homicide,2015,17104,0,0.0
Mount Pleasant East,Homicide,2016,17289,0,0.0
Mount Pleasant East,Homicide,2017,17448,0,0.0
Mount Pleasant East,Homicide,2018,17634,0,0.0
Mount Pleasant East,Homicide,2019,17812,0,0.0
Mount Pleasant East,Homicide,2020,17972,0,0.0
Mount Pleasant East,Robbery,2014,16973,2,11.78342
Mount Pleasant East,Robbery,2016,17289,3,17.35207
Mount Pleasant East,Robbery,2017,17448,9,51.58184
Mount Pleasant East,Robbery,2018,17634,8,45.36691
Mount Pleasant East,Robbery,2019,17812,13,72.9845
Mount Pleasant East,Robbery,2020,17972,16,89.02736999999999
Mount Pleasant East,Shootings,2014,16973,0,0.0
Mount Pleasant East,Shootings,2015,17104,0,0.0
Mount Pleasant East,Shootings,2016,17289,0,0.0
Mount Pleasant East,Shootings,2017,17448,0,0.0
Mount Pleasant East,Shootings,2018,17634,0,0.0
Mount Pleasant East,Shootings,2019,17812,1,5.614192
Mount Pleasant East,Shootings,2020,17972,0,0.0
Mount Pleasant East,Theft Over,2014,16973,2,11.78342
Mount Pleasant East,Theft Over,2015,17104,3,17.53976
Mount Pleasant East,Theft Over,2016,17289,1,5.784025
Mount Pleasant East,Theft Over,2017,17448,4,22.92526
Mount Pleasant East,Theft Over,2018,17634,9,51.03777
Mount Pleasant East,Theft Over,2019,17812,3,16.842579999999998
Mount Pleasant East,Theft Over,2020,17972,4,22.25684
Mount Pleasant West,Assault,2014,30484,103,337.8822
Mount Pleasant West,Assault,2015,30591,111,362.8518
Mount Pleasant West,Assault,2016,30858,110,356.4716
Mount Pleasant West,Assault,2017,32157,132,410.4861
Mount Pleasant West,Assault,2018,33547,131,390.4969
Mount Pleasant West,Assault,2019,34916,144,412.4184
Mount Pleasant West,Assault,2020,36333,152,418.3524
Mount Pleasant West,Auto Theft,2014,30484,5,16.40205
Mount Pleasant West,Auto Theft,2015,30591,5,16.34468
Mount Pleasant West,Auto Theft,2016,30858,4,12.9626
Mount Pleasant West,Auto Theft,2017,32157,11,34.20717
Mount Pleasant West,Auto Theft,2018,33547,17,50.67517
Mount Pleasant West,Auto Theft,2019,34916,12,34.3682
Mount Pleasant West,Auto Theft,2020,36333,24,66.05565
Mount Pleasant West,Burglary,2014,30484,52,170.5813
Mount Pleasant West,Burglary,2015,30591,76,248.4391
Mount Pleasant West,Burglary,2016,30858,40,129.626
Mount Pleasant West,Burglary,2017,32157,61,189.6943
Mount Pleasant West,Burglary,2018,33547,90,268.2803
Mount Pleasant West,Burglary,2019,34916,119,340.81800000000004
Mount Pleasant West,Burglary,2020,36333,158,434.8664
Mount Pleasant West,Homicide,2014,30484,0,0.0
Mount Pleasant West,Homicide,2015,30591,0,0.0
Mount Pleasant West,Homicide,2016,30858,1,3.2406509999999997
Mount Pleasant West,Homicide,2017,32157,0,0.0
Mount Pleasant West,Homicide,2018,33547,0,5.961785
Mount Pleasant West,Homicide,2019,34916,2,5.728033
Mount Pleasant West,Homicide,2020,36333,2,5.504638
Mount Pleasant West,Robbery,2014,30484,16,52.48655
Mount Pleasant West,Robbery,2016,30858,14,45.36911
Mount Pleasant West,Robbery,2017,32157,13,40.42665
Mount Pleasant West,Robbery,2018,33547,25,74.52231
Mount Pleasant West,Robbery,2019,34916,24,68.7364
Mount Pleasant West,Robbery,2020,36333,18,49.54174
Mount Pleasant West,Shootings,2014,30484,0,0.0
Mount Pleasant West,Shootings,2015,30591,0,0.0
Mount Pleasant West,Shootings,2016,30858,1,3.2406509999999997
Mount Pleasant West,Shootings,2017,32157,0,0.0
Mount Pleasant West,Shootings,2018,33547,1,2.980892
Mount Pleasant West,Shootings,2019,34916,1,2.864017
Mount Pleasant West,Shootings,2020,36333,0,0.0
Mount Pleasant West,Theft Over,2014,30484,6,19.68246
Mount Pleasant West,Theft Over,2015,30591,6,19.61361
Mount Pleasant West,Theft Over,2016,30858,6,19.4439
Mount Pleasant West,Theft Over,2017,32157,3,9.329228
Mount Pleasant West,Theft Over,2018,33547,8,23.84714
Mount Pleasant West,Theft Over,2019,34916,7,20.04811
Mount Pleasant West,Theft Over,2020,36333,10,27.523190000000003
New Toronto,Assault,2014,11623,84,722.705
New Toronto,Assault,2015,11718,103,878.9896
New Toronto,Assault,2016,11843,98,827.493
New Toronto,Assault,2017,12011,99,824.2444
New Toronto,Assault,2018,12196,105,860.938
New Toronto,Assault,2019,12367,111,897.5499
New Toronto,Assault,2020,12539,87,693.8352
New Toronto,Auto Theft,2014,11623,9,77.43268
New Toronto,Auto Theft,2015,11718,13,110.9404
New Toronto,Auto Theft,2016,11843,10,84.43806
New Toronto,Auto Theft,2017,12011,13,108.2341
New Toronto,Auto Theft,2018,12196,12,98.39291
New Toronto,Auto Theft,2019,12367,23,185.9788
New Toronto,Auto Theft,2020,12539,20,159.5023
New Toronto,Burglary,2014,11623,24,206.4871
New Toronto,Burglary,2015,11718,42,358.4229
New Toronto,Burglary,2016,11843,42,354.6399
New Toronto,Burglary,2017,12011,26,216.4682
New Toronto,Burglary,2018,12196,21,172.1876
New Toronto,Burglary,2019,12367,25,202.1509
New Toronto,Burglary,2020,12539,41,326.9798
New Toronto,Homicide,2014,11623,0,0.0
New Toronto,Homicide,2015,11718,0,0.0
New Toronto,Homicide,2016,11843,1,8.443807000000001
New Toronto,Homicide,2017,12011,0,0.0
New Toronto,Homicide,2018,12196,2,0.0
New Toronto,Homicide,2019,12367,0,0.0
New Toronto,Homicide,2020,12539,0,0.0
New Toronto,Robbery,2014,11623,19,163.469
New Toronto,Robbery,2016,11843,20,168.8761
New Toronto,Robbery,2017,12011,24,199.8168
New Toronto,Robbery,2018,12196,20,163.9882
New Toronto,Robbery,2019,12367,17,137.4626
New Toronto,Robbery,2020,12539,11,87.7263
New Toronto,Shootings,2014,11623,1,8.603631
New Toronto,Shootings,2015,11718,1,8.533878999999999
New Toronto,Shootings,2016,11843,1,8.443807000000001
New Toronto,Shootings,2017,12011,3,24.9771
New Toronto,Shootings,2018,12196,1,8.199409
New Toronto,Shootings,2019,12367,2,16.17207
New Toronto,Shootings,2020,12539,4,31.90047
New Toronto,Theft Over,2014,11623,2,17.20726
New Toronto,Theft Over,2015,11718,5,42.6694
